Id,file_path,language
10293,D:/AudioFile/Malayalam/10293.mp3,Malayalam
4001,D:/AudioFile/Hindi/4001.mp3,Hindi
17365,D:/AudioFile/Hindi/17365.mp3,Hindi
19111,D:/AudioFile/Hindi/19111.mp3,Hindi
22903,D:/AudioFile/Hindi/22903.mp3,Hindi
5725,D:/AudioFile/Hindi/5725.mp3,Hindi
295,D:/AudioFile/Hindi/295.mp3,Hindi
22741,D:/AudioFile/Hindi/22741.mp3,Hindi
18013,D:/AudioFile/Malayalam/18013.mp3,Malayalam
7300,D:/AudioFile/Malayalam/7300.mp3,Malayalam
10837,D:/AudioFile/Malayalam/10837.mp3,Malayalam
23082,D:/AudioFile/Hindi/23082.mp3,Hindi
4681,D:/AudioFile/Hindi/4681.mp3,Hindi
19974,D:/AudioFile/Malayalam/19974.mp3,Malayalam
23977,D:/AudioFile/Malayalam/23977.mp3,Malayalam
8822,D:/AudioFile/Hindi/8822.mp3,Hindi
167,D:/AudioFile/Hindi/167.mp3,Hindi
20324,D:/AudioFile/Hindi/20324.mp3,Hindi
4032,D:/AudioFile/Hindi/4032.mp3,Hindi
3303,D:/AudioFile/Hindi/3303.mp3,Hindi
23455,D:/AudioFile/Malayalam/23455.mp3,Malayalam
2385,D:/AudioFile/Hindi/2385.mp3,Hindi
4269,D:/AudioFile/Malayalam/4269.mp3,Malayalam
7589,D:/AudioFile/Hindi/7589.mp3,Hindi
15686,D:/AudioFile/Hindi/15686.mp3,Hindi
6235,D:/AudioFile/Malayalam/6235.mp3,Malayalam
11288,D:/AudioFile/Hindi/11288.mp3,Hindi
8895,D:/AudioFile/Malayalam/8895.mp3,Malayalam
1162,D:/AudioFile/Hindi/1162.mp3,Hindi
19422,D:/AudioFile/Malayalam/19422.mp3,Malayalam
2697,D:/AudioFile/Hindi/2697.mp3,Hindi
7887,D:/AudioFile/Hindi/7887.mp3,Hindi
7797,D:/AudioFile/Hindi/7797.mp3,Hindi
20701,D:/AudioFile/Malayalam/20701.mp3,Malayalam
6752,D:/AudioFile/Malayalam/6752.mp3,Malayalam
4401,D:/AudioFile/Malayalam/4401.mp3,Malayalam
4676,D:/AudioFile/Hindi/4676.mp3,Hindi
17050,D:/AudioFile/Hindi/17050.mp3,Hindi
21979,D:/AudioFile/Hindi/21979.mp3,Hindi
24779,D:/AudioFile/Malayalam/24779.mp3,Malayalam
14062,D:/AudioFile/Hindi/14062.mp3,Hindi
16649,D:/AudioFile/Hindi/16649.mp3,Hindi
8010,D:/AudioFile/Malayalam/8010.mp3,Malayalam
14399,D:/AudioFile/Malayalam/14399.mp3,Malayalam
16446,D:/AudioFile/Malayalam/16446.mp3,Malayalam
8733,D:/AudioFile/Malayalam/8733.mp3,Malayalam
20883,D:/AudioFile/Malayalam/20883.mp3,Malayalam
3456,D:/AudioFile/Malayalam/3456.mp3,Malayalam
4905,D:/AudioFile/Hindi/4905.mp3,Hindi
22135,D:/AudioFile/Hindi/22135.mp3,Hindi
9098,D:/AudioFile/Malayalam/9098.mp3,Malayalam
18158,D:/AudioFile/Hindi/18158.mp3,Hindi
7115,D:/AudioFile/Hindi/7115.mp3,Hindi
14846,D:/AudioFile/Malayalam/14846.mp3,Malayalam
22519,D:/AudioFile/Malayalam/22519.mp3,Malayalam
6223,D:/AudioFile/Hindi/6223.mp3,Hindi
12104,D:/AudioFile/Malayalam/12104.mp3,Malayalam
7427,D:/AudioFile/Malayalam/7427.mp3,Malayalam
22083,D:/AudioFile/Hindi/22083.mp3,Hindi
4557,D:/AudioFile/Hindi/4557.mp3,Hindi
25591,D:/AudioFile/Malayalam/25591.mp3,Malayalam
23913,D:/AudioFile/Malayalam/23913.mp3,Malayalam
21682,D:/AudioFile/Hindi/21682.mp3,Hindi
19412,D:/AudioFile/Hindi/19412.mp3,Hindi
12228,D:/AudioFile/Malayalam/12228.mp3,Malayalam
25602,D:/AudioFile/Malayalam/25602.mp3,Malayalam
15675,D:/AudioFile/Malayalam/15675.mp3,Malayalam
24905,D:/AudioFile/Malayalam/24905.mp3,Malayalam
1372,D:/AudioFile/Hindi/1372.mp3,Hindi
14073,D:/AudioFile/Malayalam/14073.mp3,Malayalam
6218,D:/AudioFile/Malayalam/6218.mp3,Malayalam
19712,D:/AudioFile/Hindi/19712.mp3,Hindi
8640,D:/AudioFile/Hindi/8640.mp3,Hindi
20880,D:/AudioFile/Malayalam/20880.mp3,Malayalam
15804,D:/AudioFile/Hindi/15804.mp3,Hindi
15853,D:/AudioFile/Malayalam/15853.mp3,Malayalam
18754,D:/AudioFile/Hindi/18754.mp3,Hindi
17706,D:/AudioFile/Hindi/17706.mp3,Hindi
23008,D:/AudioFile/Malayalam/23008.mp3,Malayalam
13873,D:/AudioFile/Hindi/13873.mp3,Hindi
886,D:/AudioFile/Hindi/886.mp3,Hindi
4777,D:/AudioFile/Malayalam/4777.mp3,Malayalam
8562,D:/AudioFile/Malayalam/8562.mp3,Malayalam
946,D:/AudioFile/Hindi/946.mp3,Hindi
551,D:/AudioFile/Hindi/551.mp3,Hindi
21566,D:/AudioFile/Hindi/21566.mp3,Hindi
6237,D:/AudioFile/Hindi/6237.mp3,Hindi
20830,D:/AudioFile/Hindi/20830.mp3,Hindi
3345,D:/AudioFile/Hindi/3345.mp3,Hindi
23065,D:/AudioFile/Hindi/23065.mp3,Hindi
9345,D:/AudioFile/Malayalam/9345.mp3,Malayalam
20237,D:/AudioFile/Malayalam/20237.mp3,Malayalam
13075,D:/AudioFile/Malayalam/13075.mp3,Malayalam
5583,D:/AudioFile/Malayalam/5583.mp3,Malayalam
7563,D:/AudioFile/Hindi/7563.mp3,Hindi
24597,D:/AudioFile/Malayalam/24597.mp3,Malayalam
16472,D:/AudioFile/Malayalam/16472.mp3,Malayalam
17482,D:/AudioFile/Hindi/17482.mp3,Hindi
21103,D:/AudioFile/Hindi/21103.mp3,Hindi
4329,D:/AudioFile/Hindi/4329.mp3,Hindi
20931,D:/AudioFile/Hindi/20931.mp3,Hindi
15186,D:/AudioFile/Hindi/15186.mp3,Hindi
15819,D:/AudioFile/Malayalam/15819.mp3,Malayalam
5599,D:/AudioFile/Malayalam/5599.mp3,Malayalam
10646,D:/AudioFile/Malayalam/10646.mp3,Malayalam
14420,D:/AudioFile/Hindi/14420.mp3,Hindi
5431,D:/AudioFile/Malayalam/5431.mp3,Malayalam
6716,D:/AudioFile/Malayalam/6716.mp3,Malayalam
23048,D:/AudioFile/Malayalam/23048.mp3,Malayalam
15342,D:/AudioFile/Hindi/15342.mp3,Hindi
22969,D:/AudioFile/Hindi/22969.mp3,Hindi
24557,D:/AudioFile/Malayalam/24557.mp3,Malayalam
22622,D:/AudioFile/Hindi/22622.mp3,Hindi
21140,D:/AudioFile/Hindi/21140.mp3,Hindi
20158,D:/AudioFile/Hindi/20158.mp3,Hindi
20045,D:/AudioFile/Malayalam/20045.mp3,Malayalam
13037,D:/AudioFile/Malayalam/13037.mp3,Malayalam
6731,D:/AudioFile/Malayalam/6731.mp3,Malayalam
11568,D:/AudioFile/Hindi/11568.mp3,Hindi
1662,D:/AudioFile/Hindi/1662.mp3,Hindi
12760,D:/AudioFile/Hindi/12760.mp3,Hindi
14528,D:/AudioFile/Malayalam/14528.mp3,Malayalam
16302,D:/AudioFile/Hindi/16302.mp3,Hindi
494,D:/AudioFile/Hindi/494.mp3,Hindi
14240,D:/AudioFile/Hindi/14240.mp3,Hindi
7741,D:/AudioFile/Malayalam/7741.mp3,Malayalam
5879,D:/AudioFile/Hindi/5879.mp3,Hindi
16614,D:/AudioFile/Malayalam/16614.mp3,Malayalam
7271,D:/AudioFile/Hindi/7271.mp3,Hindi
9521,D:/AudioFile/Malayalam/9521.mp3,Malayalam
4211,D:/AudioFile/Hindi/4211.mp3,Hindi
22066,D:/AudioFile/Hindi/22066.mp3,Hindi
17775,D:/AudioFile/Hindi/17775.mp3,Hindi
23981,D:/AudioFile/Hindi/23981.mp3,Hindi
15076,D:/AudioFile/Malayalam/15076.mp3,Malayalam
11975,D:/AudioFile/Malayalam/11975.mp3,Malayalam
8568,D:/AudioFile/Malayalam/8568.mp3,Malayalam
22876,D:/AudioFile/Hindi/22876.mp3,Hindi
4927,D:/AudioFile/Malayalam/4927.mp3,Malayalam
2399,D:/AudioFile/Malayalam/2399.mp3,Malayalam
19471,D:/AudioFile/Malayalam/19471.mp3,Malayalam
16246,D:/AudioFile/Hindi/16246.mp3,Hindi
4825,D:/AudioFile/Hindi/4825.mp3,Hindi
23744,D:/AudioFile/Malayalam/23744.mp3,Malayalam
5328,D:/AudioFile/Hindi/5328.mp3,Hindi
20418,D:/AudioFile/Malayalam/20418.mp3,Malayalam
19972,D:/AudioFile/Hindi/19972.mp3,Hindi
23875,D:/AudioFile/Malayalam/23875.mp3,Malayalam
6524,D:/AudioFile/Hindi/6524.mp3,Hindi
12785,D:/AudioFile/Malayalam/12785.mp3,Malayalam
10555,D:/AudioFile/Malayalam/10555.mp3,Malayalam
3601,D:/AudioFile/Malayalam/3601.mp3,Malayalam
5332,D:/AudioFile/Malayalam/5332.mp3,Malayalam
19492,D:/AudioFile/Hindi/19492.mp3,Hindi
20251,D:/AudioFile/Malayalam/20251.mp3,Malayalam
5915,D:/AudioFile/Hindi/5915.mp3,Hindi
12533,D:/AudioFile/Malayalam/12533.mp3,Malayalam
7274,D:/AudioFile/Malayalam/7274.mp3,Malayalam
7180,D:/AudioFile/Malayalam/7180.mp3,Malayalam
22564,D:/AudioFile/Hindi/22564.mp3,Hindi
3679,D:/AudioFile/Hindi/3679.mp3,Hindi
18336,D:/AudioFile/Malayalam/18336.mp3,Malayalam
17540,D:/AudioFile/Hindi/17540.mp3,Hindi
22969,D:/AudioFile/Malayalam/22969.mp3,Malayalam
15919,D:/AudioFile/Malayalam/15919.mp3,Malayalam
22079,D:/AudioFile/Malayalam/22079.mp3,Malayalam
4883,D:/AudioFile/Hindi/4883.mp3,Hindi
14405,D:/AudioFile/Hindi/14405.mp3,Hindi
18903,D:/AudioFile/Malayalam/18903.mp3,Malayalam
14268,D:/AudioFile/Hindi/14268.mp3,Hindi
5169,D:/AudioFile/Malayalam/5169.mp3,Malayalam
18377,D:/AudioFile/Malayalam/18377.mp3,Malayalam
12274,D:/AudioFile/Hindi/12274.mp3,Hindi
6604,D:/AudioFile/Malayalam/6604.mp3,Malayalam
11996,D:/AudioFile/Malayalam/11996.mp3,Malayalam
16144,D:/AudioFile/Malayalam/16144.mp3,Malayalam
17190,D:/AudioFile/Malayalam/17190.mp3,Malayalam
8269,D:/AudioFile/Hindi/8269.mp3,Hindi
15443,D:/AudioFile/Malayalam/15443.mp3,Malayalam
24900,D:/AudioFile/Hindi/24900.mp3,Hindi
16414,D:/AudioFile/Malayalam/16414.mp3,Malayalam
14187,D:/AudioFile/Malayalam/14187.mp3,Malayalam
21969,D:/AudioFile/Hindi/21969.mp3,Hindi
23251,D:/AudioFile/Malayalam/23251.mp3,Malayalam
15898,D:/AudioFile/Malayalam/15898.mp3,Malayalam
23125,D:/AudioFile/Hindi/23125.mp3,Hindi
6083,D:/AudioFile/Hindi/6083.mp3,Hindi
6912,D:/AudioFile/Hindi/6912.mp3,Hindi
16648,D:/AudioFile/Hindi/16648.mp3,Hindi
795,D:/AudioFile/Hindi/795.mp3,Hindi
9250,D:/AudioFile/Hindi/9250.mp3,Hindi
10077,D:/AudioFile/Hindi/10077.mp3,Hindi
11909,D:/AudioFile/Malayalam/11909.mp3,Malayalam
24828,D:/AudioFile/Malayalam/24828.mp3,Malayalam
6064,D:/AudioFile/Malayalam/6064.mp3,Malayalam
8738,D:/AudioFile/Hindi/8738.mp3,Hindi
10161,D:/AudioFile/Malayalam/10161.mp3,Malayalam
6126,D:/AudioFile/Hindi/6126.mp3,Hindi
1050,D:/AudioFile/Hindi/1050.mp3,Hindi
15038,D:/AudioFile/Malayalam/15038.mp3,Malayalam
6701,D:/AudioFile/Malayalam/6701.mp3,Malayalam
24502,D:/AudioFile/Hindi/24502.mp3,Hindi
13665,D:/AudioFile/Hindi/13665.mp3,Hindi
7013,D:/AudioFile/Hindi/7013.mp3,Hindi
25286,D:/AudioFile/Malayalam/25286.mp3,Malayalam
6960,D:/AudioFile/Hindi/6960.mp3,Hindi
8584,D:/AudioFile/Malayalam/8584.mp3,Malayalam
12039,D:/AudioFile/Hindi/12039.mp3,Hindi
7615,D:/AudioFile/Hindi/7615.mp3,Hindi
24453,D:/AudioFile/Malayalam/24453.mp3,Malayalam
17778,D:/AudioFile/Hindi/17778.mp3,Hindi
16689,D:/AudioFile/Malayalam/16689.mp3,Malayalam
4096,D:/AudioFile/Hindi/4096.mp3,Hindi
10168,D:/AudioFile/Malayalam/10168.mp3,Malayalam
2274,D:/AudioFile/Hindi/2274.mp3,Hindi
12252,D:/AudioFile/Malayalam/12252.mp3,Malayalam
20557,D:/AudioFile/Hindi/20557.mp3,Hindi
23004,D:/AudioFile/Hindi/23004.mp3,Hindi
9719,D:/AudioFile/Malayalam/9719.mp3,Malayalam
8877,D:/AudioFile/Hindi/8877.mp3,Hindi
23853,D:/AudioFile/Malayalam/23853.mp3,Malayalam
16335,D:/AudioFile/Malayalam/16335.mp3,Malayalam
5038,D:/AudioFile/Hindi/5038.mp3,Hindi
20844,D:/AudioFile/Malayalam/20844.mp3,Malayalam
8529,D:/AudioFile/Malayalam/8529.mp3,Malayalam
15030,D:/AudioFile/Malayalam/15030.mp3,Malayalam
13106,D:/AudioFile/Hindi/13106.mp3,Hindi
25224,D:/AudioFile/Malayalam/25224.mp3,Malayalam
12891,D:/AudioFile/Hindi/12891.mp3,Hindi
6373,D:/AudioFile/Hindi/6373.mp3,Hindi
19018,D:/AudioFile/Hindi/19018.mp3,Hindi
8157,D:/AudioFile/Hindi/8157.mp3,Hindi
19154,D:/AudioFile/Malayalam/19154.mp3,Malayalam
13169,D:/AudioFile/Malayalam/13169.mp3,Malayalam
23872,D:/AudioFile/Malayalam/23872.mp3,Malayalam
7546,D:/AudioFile/Hindi/7546.mp3,Hindi
1297,D:/AudioFile/Hindi/1297.mp3,Hindi
5045,D:/AudioFile/Hindi/5045.mp3,Hindi
24073,D:/AudioFile/Hindi/24073.mp3,Hindi
8101,D:/AudioFile/Malayalam/8101.mp3,Malayalam
4346,D:/AudioFile/Malayalam/4346.mp3,Malayalam
17917,D:/AudioFile/Hindi/17917.mp3,Hindi
24383,D:/AudioFile/Hindi/24383.mp3,Hindi
20984,D:/AudioFile/Malayalam/20984.mp3,Malayalam
18371,D:/AudioFile/Malayalam/18371.mp3,Malayalam
14128,D:/AudioFile/Hindi/14128.mp3,Hindi
896,D:/AudioFile/Hindi/896.mp3,Hindi
6503,D:/AudioFile/Malayalam/6503.mp3,Malayalam
10579,D:/AudioFile/Malayalam/10579.mp3,Malayalam
23552,D:/AudioFile/Hindi/23552.mp3,Hindi
21767,D:/AudioFile/Hindi/21767.mp3,Hindi
24154,D:/AudioFile/Hindi/24154.mp3,Hindi
3133,D:/AudioFile/Malayalam/3133.mp3,Malayalam
13113,D:/AudioFile/Malayalam/13113.mp3,Malayalam
21231,D:/AudioFile/Hindi/21231.mp3,Hindi
24648,D:/AudioFile/Hindi/24648.mp3,Hindi
24963,D:/AudioFile/Hindi/24963.mp3,Hindi
20804,D:/AudioFile/Malayalam/20804.mp3,Malayalam
6739,D:/AudioFile/Malayalam/6739.mp3,Malayalam
15385,D:/AudioFile/Hindi/15385.mp3,Hindi
8104,D:/AudioFile/Hindi/8104.mp3,Hindi
13462,D:/AudioFile/Hindi/13462.mp3,Hindi
6864,D:/AudioFile/Malayalam/6864.mp3,Malayalam
16512,D:/AudioFile/Malayalam/16512.mp3,Malayalam
10986,D:/AudioFile/Malayalam/10986.mp3,Malayalam
21845,D:/AudioFile/Hindi/21845.mp3,Hindi
23455,D:/AudioFile/Hindi/23455.mp3,Hindi
25451,D:/AudioFile/Hindi/25451.mp3,Hindi
19171,D:/AudioFile/Hindi/19171.mp3,Hindi
10994,D:/AudioFile/Hindi/10994.mp3,Hindi
23994,D:/AudioFile/Malayalam/23994.mp3,Malayalam
22715,D:/AudioFile/Hindi/22715.mp3,Hindi
19887,D:/AudioFile/Hindi/19887.mp3,Hindi
23669,D:/AudioFile/Malayalam/23669.mp3,Malayalam
9641,D:/AudioFile/Hindi/9641.mp3,Hindi
6478,D:/AudioFile/Malayalam/6478.mp3,Malayalam
10158,D:/AudioFile/Malayalam/10158.mp3,Malayalam
5090,D:/AudioFile/Hindi/5090.mp3,Hindi
21648,D:/AudioFile/Malayalam/21648.mp3,Malayalam
14844,D:/AudioFile/Malayalam/14844.mp3,Malayalam
18987,D:/AudioFile/Malayalam/18987.mp3,Malayalam
10191,D:/AudioFile/Malayalam/10191.mp3,Malayalam
20072,D:/AudioFile/Malayalam/20072.mp3,Malayalam
8969,D:/AudioFile/Hindi/8969.mp3,Hindi
2651,D:/AudioFile/Malayalam/2651.mp3,Malayalam
24618,D:/AudioFile/Hindi/24618.mp3,Hindi
38,D:/AudioFile/Hindi/38.mp3,Hindi
12578,D:/AudioFile/Hindi/12578.mp3,Hindi
17384,D:/AudioFile/Hindi/17384.mp3,Hindi
4559,D:/AudioFile/Hindi/4559.mp3,Hindi
10222,D:/AudioFile/Hindi/10222.mp3,Hindi
16888,D:/AudioFile/Malayalam/16888.mp3,Malayalam
14203,D:/AudioFile/Malayalam/14203.mp3,Malayalam
5555,D:/AudioFile/Hindi/5555.mp3,Hindi
19128,D:/AudioFile/Hindi/19128.mp3,Hindi
24169,D:/AudioFile/Hindi/24169.mp3,Hindi
13407,D:/AudioFile/Hindi/13407.mp3,Hindi
9583,D:/AudioFile/Malayalam/9583.mp3,Malayalam
15863,D:/AudioFile/Hindi/15863.mp3,Hindi
18853,D:/AudioFile/Malayalam/18853.mp3,Malayalam
8581,D:/AudioFile/Malayalam/8581.mp3,Malayalam
20238,D:/AudioFile/Malayalam/20238.mp3,Malayalam
11674,D:/AudioFile/Hindi/11674.mp3,Hindi
17260,D:/AudioFile/Hindi/17260.mp3,Hindi
10812,D:/AudioFile/Hindi/10812.mp3,Hindi
1972,D:/AudioFile/Hindi/1972.mp3,Hindi
2362,D:/AudioFile/Hindi/2362.mp3,Hindi
21612,D:/AudioFile/Hindi/21612.mp3,Hindi
14094,D:/AudioFile/Hindi/14094.mp3,Hindi
15321,D:/AudioFile/Malayalam/15321.mp3,Malayalam
13568,D:/AudioFile/Malayalam/13568.mp3,Malayalam
871,D:/AudioFile/Hindi/871.mp3,Hindi
11070,D:/AudioFile/Hindi/11070.mp3,Hindi
3190,D:/AudioFile/Hindi/3190.mp3,Hindi
22818,D:/AudioFile/Hindi/22818.mp3,Hindi
9625,D:/AudioFile/Hindi/9625.mp3,Hindi
5550,D:/AudioFile/Malayalam/5550.mp3,Malayalam
6349,D:/AudioFile/Hindi/6349.mp3,Hindi
6752,D:/AudioFile/Hindi/6752.mp3,Hindi
23979,D:/AudioFile/Malayalam/23979.mp3,Malayalam
19176,D:/AudioFile/Malayalam/19176.mp3,Malayalam
16300,D:/AudioFile/Malayalam/16300.mp3,Malayalam
22966,D:/AudioFile/Hindi/22966.mp3,Hindi
20253,D:/AudioFile/Malayalam/20253.mp3,Malayalam
24406,D:/AudioFile/Hindi/24406.mp3,Hindi
2517,D:/AudioFile/Hindi/2517.mp3,Hindi
19456,D:/AudioFile/Hindi/19456.mp3,Hindi
24762,D:/AudioFile/Hindi/24762.mp3,Hindi
2337,D:/AudioFile/Malayalam/2337.mp3,Malayalam
8043,D:/AudioFile/Malayalam/8043.mp3,Malayalam
19162,D:/AudioFile/Hindi/19162.mp3,Hindi
6940,D:/AudioFile/Hindi/6940.mp3,Hindi
22385,D:/AudioFile/Hindi/22385.mp3,Hindi
15178,D:/AudioFile/Malayalam/15178.mp3,Malayalam
20291,D:/AudioFile/Malayalam/20291.mp3,Malayalam
6393,D:/AudioFile/Hindi/6393.mp3,Hindi
3523,D:/AudioFile/Malayalam/3523.mp3,Malayalam
1798,D:/AudioFile/Hindi/1798.mp3,Hindi
25062,D:/AudioFile/Malayalam/25062.mp3,Malayalam
5234,D:/AudioFile/Hindi/5234.mp3,Hindi
10793,D:/AudioFile/Hindi/10793.mp3,Hindi
2341,D:/AudioFile/Malayalam/2341.mp3,Malayalam
4780,D:/AudioFile/Malayalam/4780.mp3,Malayalam
10025,D:/AudioFile/Hindi/10025.mp3,Hindi
15150,D:/AudioFile/Hindi/15150.mp3,Hindi
8944,D:/AudioFile/Malayalam/8944.mp3,Malayalam
3878,D:/AudioFile/Malayalam/3878.mp3,Malayalam
15085,D:/AudioFile/Malayalam/15085.mp3,Malayalam
10580,D:/AudioFile/Hindi/10580.mp3,Hindi
14130,D:/AudioFile/Hindi/14130.mp3,Hindi
11789,D:/AudioFile/Malayalam/11789.mp3,Malayalam
6953,D:/AudioFile/Malayalam/6953.mp3,Malayalam
1694,D:/AudioFile/Hindi/1694.mp3,Hindi
3601,D:/AudioFile/Hindi/3601.mp3,Hindi
10369,D:/AudioFile/Hindi/10369.mp3,Hindi
18060,D:/AudioFile/Malayalam/18060.mp3,Malayalam
18166,D:/AudioFile/Hindi/18166.mp3,Hindi
7494,D:/AudioFile/Hindi/7494.mp3,Hindi
17669,D:/AudioFile/Hindi/17669.mp3,Hindi
23717,D:/AudioFile/Hindi/23717.mp3,Hindi
17591,D:/AudioFile/Hindi/17591.mp3,Hindi
1500,D:/AudioFile/Hindi/1500.mp3,Hindi
20122,D:/AudioFile/Hindi/20122.mp3,Hindi
7051,D:/AudioFile/Hindi/7051.mp3,Hindi
8215,D:/AudioFile/Hindi/8215.mp3,Hindi
21366,D:/AudioFile/Malayalam/21366.mp3,Malayalam
7118,D:/AudioFile/Hindi/7118.mp3,Hindi
8224,D:/AudioFile/Malayalam/8224.mp3,Malayalam
2586,D:/AudioFile/Hindi/2586.mp3,Hindi
22373,D:/AudioFile/Malayalam/22373.mp3,Malayalam
13986,D:/AudioFile/Malayalam/13986.mp3,Malayalam
1750,D:/AudioFile/Hindi/1750.mp3,Hindi
24340,D:/AudioFile/Malayalam/24340.mp3,Malayalam
25268,D:/AudioFile/Malayalam/25268.mp3,Malayalam
7840,D:/AudioFile/Hindi/7840.mp3,Hindi
21051,D:/AudioFile/Hindi/21051.mp3,Hindi
15243,D:/AudioFile/Malayalam/15243.mp3,Malayalam
1749,D:/AudioFile/Hindi/1749.mp3,Hindi
487,D:/AudioFile/Hindi/487.mp3,Hindi
6480,D:/AudioFile/Malayalam/6480.mp3,Malayalam
24130,D:/AudioFile/Malayalam/24130.mp3,Malayalam
6962,D:/AudioFile/Malayalam/6962.mp3,Malayalam
12277,D:/AudioFile/Hindi/12277.mp3,Hindi
6918,D:/AudioFile/Hindi/6918.mp3,Hindi
20416,D:/AudioFile/Hindi/20416.mp3,Hindi
7104,D:/AudioFile/Malayalam/7104.mp3,Malayalam
20929,D:/AudioFile/Hindi/20929.mp3,Hindi
25632,D:/AudioFile/Malayalam/25632.mp3,Malayalam
8981,D:/AudioFile/Hindi/8981.mp3,Hindi
24544,D:/AudioFile/Malayalam/24544.mp3,Malayalam
2635,D:/AudioFile/Hindi/2635.mp3,Hindi
22213,D:/AudioFile/Malayalam/22213.mp3,Malayalam
21654,D:/AudioFile/Hindi/21654.mp3,Hindi
6104,D:/AudioFile/Hindi/6104.mp3,Hindi
11095,D:/AudioFile/Hindi/11095.mp3,Hindi
7676,D:/AudioFile/Malayalam/7676.mp3,Malayalam
5581,D:/AudioFile/Hindi/5581.mp3,Hindi
6224,D:/AudioFile/Malayalam/6224.mp3,Malayalam
21724,D:/AudioFile/Malayalam/21724.mp3,Malayalam
4056,D:/AudioFile/Hindi/4056.mp3,Hindi
8992,D:/AudioFile/Malayalam/8992.mp3,Malayalam
20441,D:/AudioFile/Hindi/20441.mp3,Hindi
18611,D:/AudioFile/Malayalam/18611.mp3,Malayalam
2972,D:/AudioFile/Malayalam/2972.mp3,Malayalam
13683,D:/AudioFile/Hindi/13683.mp3,Hindi
6903,D:/AudioFile/Malayalam/6903.mp3,Malayalam
4420,D:/AudioFile/Hindi/4420.mp3,Hindi
25094,D:/AudioFile/Hindi/25094.mp3,Hindi
16938,D:/AudioFile/Hindi/16938.mp3,Hindi
17658,D:/AudioFile/Hindi/17658.mp3,Hindi
8715,D:/AudioFile/Malayalam/8715.mp3,Malayalam
7326,D:/AudioFile/Hindi/7326.mp3,Hindi
9549,D:/AudioFile/Malayalam/9549.mp3,Malayalam
16116,D:/AudioFile/Hindi/16116.mp3,Hindi
19086,D:/AudioFile/Malayalam/19086.mp3,Malayalam
18106,D:/AudioFile/Malayalam/18106.mp3,Malayalam
17465,D:/AudioFile/Malayalam/17465.mp3,Malayalam
10325,D:/AudioFile/Hindi/10325.mp3,Hindi
7466,D:/AudioFile/Hindi/7466.mp3,Hindi
6996,D:/AudioFile/Malayalam/6996.mp3,Malayalam
24534,D:/AudioFile/Hindi/24534.mp3,Hindi
18137,D:/AudioFile/Malayalam/18137.mp3,Malayalam
12428,D:/AudioFile/Hindi/12428.mp3,Hindi
4422,D:/AudioFile/Malayalam/4422.mp3,Malayalam
7525,D:/AudioFile/Malayalam/7525.mp3,Malayalam
19541,D:/AudioFile/Hindi/19541.mp3,Hindi
3653,D:/AudioFile/Malayalam/3653.mp3,Malayalam
4946,D:/AudioFile/Hindi/4946.mp3,Hindi
